LAMOST,ObsID,Gaia,RAJ2000_x,DEJ2000_x,S_N,RVel,Teff_x,logg_x,__Fe_H_,A_Li_,DelA_Li_,e_DelA_Li_,Flag,Lim,DR7,Simbad,angDist,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source_1,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,ra_deg,dec_deg,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source_2,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_y,b_Teff,B_Teff,logg_y,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000_y,DEJ2000_y,e_RAJ2000,e_DEJ2000,RADEcorJ2000,GaiaDR3
J085516.31+113255.9,622208048,604675358839131136,08 55 16.31,+11 32 55.9,33,0,6514,3.99,-0.09,2.4,0.7,0.3,1,1,32,Simbad,0.052395,458686504,5167.01,,3,4,3,3,1,4,4,12.9,14.7,317.0,1,0,0,PC,PC,13.3935,0.009,,1,qlp-s46-ffi,QLP,08:55:16.31,11:32:55.92,0.159,0.048,-3.108,0.033,2460282.322925,0.0184413,4.8740385,4.53e-05,4.125,0.157,6.98197,0.000344,6410.0,0.316859,14.3194,,819.404,1490.0,15.0,1425.02,59.235,6504.4,32.5,4.05,,1.8,,-0.097,0.031,1.33,,"44,45,46,72",2022-02-08,2024-02-01,2024-02-01 00:00:00,K2 candidate; EPIC ID 211393988,133.8179583333333,11.548866666666669,Gaia DR3 604675358839131136,133.81794349564,11.54886736814,0.0,0.0,106,1636148068921376768,604675358839131136,153338682,0.0131,0.007,0.6585,0.017,38.643,2.996,0.106,0.018,-2.995,0.013,-0.4311,-0.17,-0.2756,-0.0198,0.2455,0.1003,-0.1433,0.3192,-0.1657,-0.3748,710,0,709,1,3.6418,860.19,0.029,0.83027,31,0,1.603,,,,,,,,82,19,0.026845,85,0.0348,165.0,0,0,1.098,0,705,61777.0584,11.378,5429.53,13.710299,0.002763,82,36027.9,17.1532,2100.36,13.946944,0.002838,81,37093.5,18.5349,2001.28,13.324652,0.003818,1.184,0.0,1.0,0.0,0.0,0,0.622293,0.236646,0.385647,10.74,2.85,2.0,43.0,3.0,14.0,8.9536,,,884.508,,6500.0,4.0,0.0,222.0,,,,13.175692,0.034722,40.0,,NOT_AVAILABLE,0.0,0.0,0.99979,,,,,,,,,,,,,,,,,,,,,,,133.81794301498,11.54888067705,0.290257,0.209391,-0.3709,604675358839131136
J145129.37+400209.4,813914064,1488611926510512384,14 51 29.38,+40 02 09.4,21,-13,4998,4.73,-0.08,1.1,3.5,1.1,0,1,24,Simbad,0.023921,28242530,5667.01,,3,4,3,3,4,4,4,10.9,67.0,123.0,2,0,3,PC,PC,13.3272,0.007,,1,qlp-s40-faintsearch,FAINT,14:51:29.38,40:02:09.44,-0.738,0.023,-40.237,0.028,2459675.883062,0.0035523,19.511064,0.0001082,3.25,0.589,28.056533,0.045656,25510.0,42.0494,13.6915,,13.0704,529.0,25.0,390.189,2.737,4951.8,63.3,4.52,,0.82,,-0.0685801,0.0609661,0.82,,"23,24,50",2022-06-02,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,222.87241666666665,40.03595555555555,Gaia DR3 1488611926510512384,222.87241223147,40.03594984415,0.0,0.0,30,1636148068921376768,1488611926510512384,237223692,0.0094,0.0107,2.5624,0.0136,189.0004,40.164,-0.723,0.011,-40.158,0.013,0.2266,-0.0802,-0.0033,0.0324,0.0772,0.0012,-0.029,-0.1793,-0.206,0.2612,462,0,461,1,0.2925,467.47,0.0,0.0,31,0,1.491,,,,,,,,55,30,0.018866,57,0.01586,25.49,0,0,1.009,0,456,52232.38888,7.56172,6907.47,13.892517,0.00276,55,24502.3,16.6762,1469.29,14.365527,0.002886,50,39389.1,23.3536,1686.64,13.259455,0.003834,1.223,0.0,0.0,0.0,2.0,0,1.106072,0.47301,0.633062,0.75,3.56,2.0,25.0,4.0,21.0,9.9373,,,923.234,,4750.0,3.5,0.0,111.0,,,,12.960913,0.052039,21.0,,NOT_AVAILABLE,0.0,0.0,0.99982,,,,,,,,,,,,,,,,,,,,,,,222.87241642938,40.03612832353,0.172246,0.205124,0.2589,1488611926510512384
J044859.30+442509.9,772403218,206338788774908928,04 48 59.31,+44 25 10.0,34,-16,5489,4.34,0.19,2.2,0.0,0.0,2,0,0,Simbad,0.018165,367616146,3704.01,,3,4,3,3,1,4,4,125.3,127.3,317.0,2,0,0,PC,PC,13.3088,0.013,,1,spoc-s59-b0A,QLP,04:48:59.33,44:25:09.95,13.283,0.057,-2.515,0.048,2459911.348741,0.0017997448,1.39448794885389,0.00015729578,1.81490616260618,0.1281982,13.918449,0.636765,12737.5470329717,586.3105,18.0998636366333,29.871353,1298.17249077797,1530.92124543087,19.410505,475.206,8.107,5483.9,145.7,4.45,,0.965058982372284,,0.189,0.135,0.96,,"19,59",2021-06-23,2023-03-06,2023-03-24 12:12:10,found in faint-star QLP search; 7 sigma odd-even in SPOC s59,72.24720833333333,44.41943055555555,Gaia DR3 206338788774908928,72.24720127295,44.41943073015,0.0,0.0,78,1636148068921376768,206338788774908928,229497185,0.0265,0.0203,1.8985,0.0312,60.8329,13.425,13.11,0.035,-2.892,0.031,0.1264,0.1064,-0.265,0.0713,-0.1054,0.0368,-0.5251,0.1785,0.2041,0.0792,395,0,392,3,22.4343,1412.6,0.223,30.442,31,0,1.48,,,,,,,,46,19,0.050258,48,0.00831,124.2,35,0,1.906,0,396,50509.77764,29.2292,1728.06,13.928928,0.002826,43,23441.4,20.6112,1137.31,14.413586,0.002949,45,40178.4,23.1911,1732.49,13.237915,0.003831,1.26,0.0,0.0,0.0,0.0,0,1.175671,0.484657,0.691013,-11.42,1.74,2.0,26.0,6.0,16.0,11.296,,,925.275,,4750.0,2.5,-0.75,111.0,,,,12.914962,0.030323,21.0,,NOT_AVAILABLE,0.0,0.0,0.999952,5548.0,5531.6,5608.6,4.451,4.4386,4.4654,-0.1706,-0.1872,-0.1182,445.0406,436.7153,459.3687,0.6499,0.6401,0.6793,0.5241,0.5161,0.5486,0.2798,0.2755,0.2929,PHOENIX,72.24711969505,44.41944358424,0.574833,0.503327,0.072,206338788774908928
J034637.07+225222.3,863005237,64805013479369984,03 46 37.08,+22 52 22.3,41,14,5946,4.22,0.17,2.7,0.5,0.2,4,0,0,Simbad,0.06012,61145589,5329.01,,3,4,3,3,3,4,4,22.5,66.7,87.81,1,0,1,PC,PC,12.7692,0.007,,1,qlp-s44-faintsearch,FAINT,03:46:37.09,22:52:22.18,5.181,0.058,-9.42,0.034,2459518.514709,0.0019512,3.7796053,0.0003577,0.695,0.518,4.438865,0.610456,4080.0,562.093,11.2162,3.2121,47.7257,732.0,10.0,572.23,9.8075,5892.0,126.6,4.3,0.07,1.21,0.06,,,1.07,0.13034,"42,43,44",2022-02-28,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; slightly v-shaped,56.65454166666666,22.87282777777778,Gaia DR3 64805013479369984,56.65452354426,22.87282748362,0.0,0.0,77,1636148068921376768,64805013479369984,1639945178,0.0148,0.011,1.6959,0.0165,102.638,10.749,5.186,0.019,-9.415,0.014,0.1453,0.1455,-0.2556,0.0039,-0.161,0.0045,0.101,0.2118,-0.1439,0.1751,196,0,193,3,-0.9674,173.84,0.0,0.0,31,0,1.533,,,,,,,,23,15,0.027675,29,0.03877,117.5,0,0,0.949,0,216,94951.55435,18.7956,5051.8,13.243611,0.002764,26,48723.6,48.8203,998.019,13.619194,0.002995,28,65910.5,38.2591,1722.74,12.70051,0.003832,1.207,0.0,0.0,0.0,0.0,0,0.918684,0.375583,0.543101,17.06,2.21,2.0,13.0,0.0,11.0,10.722,,,787.378,,5500.0,4.5,-0.5,111.0,,,,12.444977,0.038508,13.0,,NOT_AVAILABLE,0.0,0.0,0.999909,5736.8,5725.7,5748.9,4.2074,4.1984,4.2161,-0.1158,-0.1279,-0.1039,569.7385,564.0628,575.271,0.2781,0.2718,0.2851,0.2315,0.2262,0.2375,0.1242,0.1213,0.1274,MARCS,56.65449852923,22.87286932983,0.314699,0.228213,0.1733,64805013479369984
J075239.57+424711.4,763116045,925553396315666816,07 52 39.58,+42 47 11.5,33,36,6478,4.22,-0.25,3.1,0.5,0.2,2,0,16,Simbad,0.033992,29105766,3793.01,,3,4,4,3,1,4,4,41.0,58.2,317.0,5,0,0,PC,PC,13.1701,0.01,,1,spoc-s14-s60-b0A-PC,QLP,07:52:39.58,42:47:11.39,-2.739,0.044,-5.616,0.032,2459606.578007,0.001155,3.25513153030681,1.294869e-05,2.34407348914156,0.075017855,15.7421,0.482434,14394.405536406,444.23987,17.8868067254314,0.3908472,1237.42491883369,1512.68835607787,33.467148,930.864,25.6305,6433.0,122.0,4.3,,1.33299005031586,,,,1.3,,"20,47,60",2021-06-23,2023-05-19,2023-12-15 00:00:00,found in faint-star QLP search; v-shaped,118.16491666666666,42.78649722222222,Gaia DR3 925553396315666816,118.16492937274,42.7864957376,0.0,0.0,95,1636148068921376768,925553396315666816,1280742429,0.0135,0.011,1.0723,0.0162,66.1791,6.274,-2.742,0.016,-5.644,0.012,-0.0338,-0.2837,-0.1429,0.0965,-0.2204,0.0528,0.1014,0.2784,-0.0512,0.0433,244,0,244,0,0.2353,245.52,0.0,0.0,31,1,1.59,,,,,,,,29,19,0.022586,29,0.02147,143.6,0,0,1.009,0,239,73784.73267,25.1365,2935.36,13.51745,0.00278,26,42144.6,45.4627,927.016,13.776687,0.003026,25,45580.7,24.535,1857.79,13.100944,0.003824,1.189,0.0,1.0,0.0,0.0,0,0.675743,0.259236,0.416507,42.49,4.62,2.0,16.0,5.0,13.0,8.918,,,953.089,,6000.0,3.5,-0.5,111.0,,,,12.885463,0.074504,11.0,,NOT_AVAILABLE,0.0,0.0,0.999919,6416.1,6390.8,6436.3,4.2047,4.1904,4.2211,-0.4452,-0.46,-0.4317,892.4271,879.9963,904.5898,0.1763,0.1639,0.1865,0.1528,0.1419,0.1618,0.0827,0.0768,0.0876,MARCS,118.16494597925,42.78652081988,0.258165,0.183913,0.0348,925553396315666816
J082140.87+132951.0,765713207,651907079835937280,08 21 40.87,+13 29 51.0,58,-35,5326,4.49,0.21,1.8,0.2,0.1,1,0,8,Simbad,0.027566,6892385,5164.01,,5,5,5,5,5,5,5,3.4,36.4,11.68,0,2,4,KP,KP,11.2089,0.006,,1,qlp-s71-ffi,SPOC/QLP,08:21:40.87,13:29:51.04,6.963,0.065,-4.878,0.04,2460256.367181,0.0150878,8.2669589,5.23e-05,3.328,0.529,1.42977,0.063713,1316.0,58.6805,3.44807,0.224015,140.125,958.0,82.0,197.989,1.5425,5411.1,139.0,4.49,0.09,0.92,0.05,0.32768,0.0150921,0.941,0.119116,"44,45,46,71",2022-02-08,2024-01-17,2024-01-27 12:11:53,K2-105 b,125.42029166666666,13.49751111111111,Gaia DR3 651907079835937280,125.42029952569,13.49751159347,0.0,0.0,100,1636148068921376768,651907079835937280,1478170425,0.014,0.009,5.0105,0.0154,325.9554,8.328,6.849,0.016,-4.737,0.011,-0.1616,-0.1158,0.0422,0.3009,0.0415,0.2852,0.2748,0.2882,-0.2248,-0.1499,390,390,387,3,-2.1193,817.21,0.08,9.3641,31,1,1.522,,,,,,,,44,19,0.0233,53,0.04613,106.9,0,0,0.923,0,416,391480.89073,85.6569,4570.34,11.70559,0.002766,45,197583.0,114.025,1732.79,12.099171,0.00286,45,275624.0,141.15,1952.7,11.147103,0.00382,1.209,0.0,0.0,0.0,0.0,0,0.952067,0.39358,0.558487,-32.59,0.36,1.0,30.0,5.0,13.0,48.651,0.3867,0.270855,937.311,5.67,5250.0,4.5,0.25,444.0,,,,10.945362,0.011027,23.0,54.81329,NOT_AVAILABLE,0.0,0.0,0.999848,5424.4,5422.6,5427.3,4.4474,4.4437,4.4513,0.0216,0.017,0.0263,197.3772,196.8057,197.9975,0.0018,0.0004,0.0044,0.0014,0.0003,0.0036,0.0008,0.0002,0.0019,PHOENIX,125.42026822017,13.49753264512,0.262462,0.171242,-0.1837,651907079835937280
J171040.17+600142.4,900916014,1437504323949115648,17 10 40.17,+60 01 42.5,51,-22,5713,3.97,0.36,2.6,0.1,0.0,5,0,0,Simbad,0.023852,232603560,4108.01,,3,4,3,3,4,4,4,4.2,19.7,50.3,0,2,3,PC,PC,11.9824,0.008,,1,qlp-s52-tois,FAINT,17:10:40.17,60:01:42.48,-2.199,0.037,10.935,0.039,2459762.974572,0.0039618,14.4348737,8.14e-05,6.023,1.268,1.782069,0.003568,1640.0,3.28599,8.117,0.555657,220.777,1073.0,28.0,665.929,8.4895,5834.0,131.8,3.89,0.08,1.93,0.1,,,1.05,0.133722,"14,15,16,17,18,19,20,22,23,24,25,26,40,41,47,48,49,50,52,54",2021-06-23,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search; possible odd-even; two stars in pixel,257.667375,60.02846666666667,Gaia DR3 1437504323949115648,257.66738734961,60.02846908233,0.0,0.0,171,1636148068921376768,1437504323949115648,1399228439,0.0098,0.0102,1.5048,0.0102,146.8504,11.12,-2.1,0.014,10.92,0.014,-0.0118,-0.0926,0.072,-0.09,0.0426,-0.1137,-0.0947,-0.0357,-0.2207,-0.0503,339,339,338,1,2.1969,604.79,0.078,7.7325,31,1,1.549,,,,,,,,39,25,0.019968,45,0.005101,174.1,0,0,1.085,0,354,201968.97981,43.8132,4609.78,12.424155,0.002765,42,107351.0,78.8758,1361.02,12.761523,0.002902,42,134719.0,41.7421,3227.42,11.924322,0.003794,1.199,0.0,1.0,0.0,0.0,0,0.837201,0.337368,0.499833,-20.29,0.74,1.0,23.0,3.0,19.0,26.822,1.3423,0.050868,875.402,10.13,5250.0,4.0,0.25,444.0,5.8404,8.2039,12.0,11.745999,0.013692,20.0,26.07948,NOT_AVAILABLE,0.0,0.0,0.999843,5644.0,5640.6,5649.6,3.9821,3.968,3.9936,0.2396,0.2297,0.2536,618.5613,604.91,630.2134,0.0017,0.0004,0.005,0.0015,0.0003,0.0042,0.0008,0.0001,0.0022,MARCS,257.66740603496,60.02842054962,0.224142,0.226239,-0.0411,1437504323949115648
J132910.62+312406.8,728812160,1468504126582376448,13 29 10.62,+31 24 06.9,56,-63,5610,4.28,-0.15,1.5,0.5,0.2,1,1,8,Simbad,0.038231,71612483,1834.01,,5,5,5,5,4,5,5,198.3,181.2,317.0,3,0,4,PC,APC,11.4951,0.006,,1,qlp-s50-tois,SPOC,13:29:10.62,31:24:06.9,-82.096,0.038,-7.129,0.032,2459689.763585,0.0002362,1.2164402,6e-07,1.847,0.065,16.905559,0.19254,15450.0,177.32,16.0243,1.7036,3477.13,2139.0,167.0,265.941,2.521,5610.0,121.632,4.42006,0.0763342,1.02,0.05,,,0.993,0.121877,"23,49,50",2020-05-07,2022-12-12,2022-12-16 12:08:26,V-shaped; slight odd-even,202.29425,31.401916666666665,Gaia DR3 1468504126582376448,202.29423774952,31.40191480955,0.0,0.0,92,1636148068921376768,1468504126582376448,841879306,0.0242,0.0181,3.8228,0.0367,104.0399,82.562,-82.24,0.024,-7.276,0.016,-0.0225,-0.3944,0.7043,0.1131,0.1311,0.0291,0.5857,-0.401,-0.0874,0.1107,701,701,698,3,40.0262,7128.4,0.26,130.99,31,1,1.539,,,,,,,,80,19,0.040828,101,0.05494,69.64,0,0,2.249,0,817,311093.58848,81.6131,3811.81,11.955139,0.00277,95,161539.0,61.8946,2609.91,12.317846,0.002821,93,213700.0,48.9439,4366.22,11.423386,0.003788,1.206,0.0,0.0,0.0,0.0,0,0.894461,0.362707,0.531754,-12.98,3.56,1.0,47.0,9.0,18.0,44.534,50.92,0.0,923.694,72.47,5250.0,3.5,0.0,444.0,6.6082,15.4209,27.0,11.207885,0.010486,38.0,,VARIABLE,0.0,0.0,0.999956,,,,,,,,,,,,,,,,,,,,,,,202.29466598437,31.40194714701,0.368663,0.250814,0.1104,1468504126582376448
J095930.46+365932.8,810812047,796744440893982080,09 59 30.47,+36 59 32.8,44,-8,5514,4.41,0.39,1.8,0.2,0.1,1,0,0,Simbad,0.044153,9346507,3826.01,,3,4,4,3,3,4,4,55.9,79.6,317.0,4,1,1,PC,PC,12.6865,0.007,,1,qlp-s48-tois,FAINT,09:59:30.46,36:59:32.82,-18.704,0.038,-6.469,0.035,2459632.217096,0.0006042,4.9807125,6.3e-06,3.333,0.074,29.550533,0.004688,26850.0,4.31756,17.2544,0.814786,231.2,1086.0,94.0,470.353,6.998,5545.7,100.5,4.39,0.07,1.04,0.05,0.397938,0.0250808,0.98,0.120833,"21,48",2021-06-23,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,149.87691666666666,36.99245,Gaia DR3 796744440893982080,149.8769319641,36.99244893281,0.0,0.0,122,1636148068921376768,796744440893982080,52556136,0.0119,0.0097,2.1146,0.0154,137.6329,19.817,-18.745,0.014,-6.43,0.012,-0.4092,-0.1365,-0.1232,0.2331,-0.0048,0.2141,-0.4955,0.2934,-0.109,-0.4349,427,0,426,1,-0.519,423.83,0.0,0.0,31,1,1.524,,,,,,,,50,21,0.022393,53,0.05732,125.1,0,0,0.981,0,425,99798.85435,78.8068,1266.37,13.189553,0.002886,50,50340.6,118.956,423.187,13.583747,0.00379,50,70240.1,134.644,521.672,12.631433,0.004315,1.208,0.0,3.0,0.0,1.0,0,0.952314,0.394194,0.558121,-3.44,2.31,2.0,31.0,7.0,17.0,15.672,,,939.531,,5500.0,4.5,0.25,222.0,,,,12.439295,0.027628,24.0,,NOT_AVAILABLE,0.0,0.0,0.999762,5385.5,5376.2,5421.6,4.3737,4.3237,4.3796,-0.1135,-0.1244,-0.0905,461.0237,456.3451,509.7044,0.0068,0.0008,0.0315,0.0056,0.0006,0.0257,0.003,0.0003,0.0136,PHOENIX,149.87703627063,36.99247750907,0.225196,0.193942,-0.444,796744440893982080
J080113.78+140947.7,659106202,654303048813846144,08 01 13.79,+14 09 47.7,59,29,5793,4.09,0.34,2.7,0.2,0.1,5,0,6,Simbad,0.036369,19117967,4803.01,,3,4,3,3,3,4,4,7.9,34.5,52.18,6,3,2,PC,PC,12.0548,0.008,,1,qlp-s45-tois,FAINT,08:01:13.79,14:09:47.61,-0.99,0.066,-6.162,0.042,2459540.496396,0.0027822,8.4516737,0.0001182,3.896,0.349,3.185877,0.002902,2930.0,2.67327,8.2562,0.505184,168.924,1004.0,19.0,531.218,11.221,5782.9,119.2,4.11,0.08,1.48,0.08,0.333,0.071,1.04,0.127051,"34,44,45",2021-12-21,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,120.30745833333334,14.163225,Gaia DR3 654303048813846144,120.30744792936,14.16322554731,0.0,0.0,118,1636148068921376768,654303048813846144,722614060,0.0119,0.0094,1.7866,0.0132,135.619,6.133,-0.949,0.014,-6.059,0.01,-0.3643,-0.132,-0.0424,-0.1049,-0.036,-0.128,0.4772,0.3099,-0.1675,-0.3901,290,290,289,1,-2.8324,337.26,0.03,1.0713,31,1,1.551,,,,,,,,34,17,0.020784,37,0.006832,147.9,0,0,0.882,0,297,190046.90436,40.1603,4732.21,12.490215,0.002765,33,101188.0,63.1872,1601.41,12.825715,0.002871,32,126475.0,57.3908,2203.75,11.992883,0.003811,1.198,0.0,1.0,0.0,0.0,0,0.832832,0.3355,0.497333,40.29,0.89,1.0,21.0,3.0,15.0,24.254,-0.16816,0.332428,966.374,12.05,5750.0,4.0,0.25,222.0,,,,11.801539,0.018525,18.0,,NOT_AVAILABLE,0.0,0.0,0.999751,5645.9,5642.1,5651.8,4.1877,4.18,4.193,0.1127,0.1062,0.1194,548.6706,543.376,556.9867,0.003,0.0007,0.0073,0.0025,0.0006,0.0061,0.0013,0.0003,0.0033,MARCS,120.30745227916,14.16325247734,0.220665,0.161712,-0.3869,654303048813846144
J050155.25+500752.5,788311046,256580182331399296,05 01 55.26,+50 07 52.6,34,0,5464,4.36,0.38,2.1,0.1,0.1,1,0,18,Simbad,0.010241,259506033,3705.01,,3,5,5,3,5,4,5,62.6,148.1,103.63,1,18,1,KP,KP,12.3824,0.006,,1,spoc-s59-b0A,QLP,05:01:55.24,50:07:52.24,-11.021,0.067,-21.44,0.063,2459911.415937,0.00089328527,1.90233868157732,0.00011125526,1.75244906723865,0.057015657,13.047139,0.338958,11944.9450808086,312.14285,12.392386247152,0.7913711,959.142188560197,1419.35325513279,30.346186,338.84,4.1,5464.2,124.5,4.4,0.09,1.0259200334549,0.0609447,0.38,0.061,0.955,0.120544,"19,59",2021-06-23,2023-03-06,2023-03-24 12:12:10,found in faint-star QLP search; HAT-P-61 b,75.48016666666666,50.13117777777778,Gaia DR3 256580182331399296,75.48016405526,50.13117547766,0.0,0.0,86,1636148068921376768,256580182331399296,749886563,0.014,0.0117,2.9113,0.0175,166.8003,24.264,-11.216,0.021,-21.516,0.018,0.0241,0.1705,-0.1806,-0.0195,-0.2518,-0.1306,-0.5278,0.2958,0.1463,0.1542,337,216,330,7,-0.1972,594.65,0.088,8.0484,31,1,1.502,,,,,,,,39,19,0.030504,41,0.0295,177.5,0,0,0.991,0,344,126825.40742,41.0563,3089.06,12.929351,0.002778,39,60882.0,54.8066,1110.85,13.377319,0.002956,38,93100.8,56.7607,1640.23,12.325513,0.003837,1.214,0.0,0.0,0.0,0.0,0,1.051806,0.447968,0.603838,3.72,1.23,2.0,18.0,4.0,14.0,13.472,,,927.281,,5500.0,4.5,0.5,222.0,,,,12.141927,0.032379,14.0,,NOT_AVAILABLE,0.0,0.0,0.999832,5173.1,5164.0,5182.4,4.4051,4.4013,4.4084,-0.1398,-0.1477,-0.1326,340.9102,338.8937,342.9424,0.0689,0.063,0.0747,0.0553,0.0506,0.0601,0.0292,0.0267,0.0318,PHOENIX,75.48024181585,50.13127110383,0.34153,0.286699,0.1557,256580182331399296
J012245.59+435940.0,691501138,396735410558655104,01 22 45.59,+43 59 40.0,36,-75,5216,4.58,0.3,1.7,0.1,0.1,1,1,24,Simbad,0.042347,196973090,6327.01,,3,4,3,3,3,4,4,12.3,64.3,68.53,1,0,1,PC,PC,12.6978,0.006,,1,qlp-s58-faintsearch,FAINT,01:22:45.59,43:59:40.03,-14.135,0.075,-8.351,0.125,2459900.57604,0.0020424,10.4612769,2.69e-05,3.208,0.311,10.076647,0.600395,9238.0,552.831,9.72119,0.584389,43.6657,716.0,25.0,345.666,7.2665,5208.2,104.9,4.5,0.08,0.88,0.05,0.294731,0.0423252,0.886,0.108205,"17,58",2023-05-03,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,20.68995833333333,43.99445277777778,Gaia DR3 396735410558655104,20.68997464466,43.99445195898,0.0,0.0,113,1636148068921376768,396735410558655104,1769504212,0.016,0.0121,2.9007,0.0179,161.6665,16.574,-14.22,0.016,-8.514,0.014,-0.286,0.3258,-0.3721,0.1171,-0.3585,0.1136,-0.2254,-0.1514,0.2665,-0.088,180,0,179,1,1.2824,203.68,0.0,1.5236e-15,31,0,1.501,,,,,,,,21,13,0.024721,27,0.04685,26.34,0,0,1.068,0,197,95383.40501,21.35,4467.61,13.238685,0.002766,24,45816.7,45.4296,1008.52,13.685982,0.002991,25,70012.6,29.953,2337.41,12.634954,0.003808,1.214,0.0,0.0,0.0,0.0,0,1.051027,0.447297,0.60373,-71.65,1.99,2.0,9.0,0.0,8.0,10.481,,,909.612,,5000.0,4.0,0.25,111.0,,,,12.407979,0.028822,9.0,,NOT_AVAILABLE,0.0,0.0,0.999826,5137.3,5120.7,5153.8,4.5039,4.4982,4.5095,0.1483,0.1287,0.1653,339.4306,336.9429,341.8925,0.0812,0.0687,0.0937,0.0653,0.0552,0.0755,0.0344,0.0291,0.0398,MARCS,20.69006249347,43.99448980094,0.269225,0.2268,-0.0984,396735410558655104
