,toi,name,comment,harps_url
157,TOI0700,TOI-700,TOI-700 c / TOI-700.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-700_RVs/TOI-700_HARPS_RVBank_ver02_rvsonly.dat&run
158,TOI0697,CD-361818,potential L1 planet,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-361818_RVs/CD-361818_HARPS_RVBank_ver02_rvsonly.dat&run
159,TOI0685,BD+012494,K2-261 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD+012494_RVs/BD+012494_HARPS_RVBank_ver02_rvsonly.dat&run
160,TOI0683,WASP-31,WASP-31 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-31_RVs/WASP-31_HARPS_RVBank_ver02_rvsonly.dat&run
161,TOI0680,HIP58234,v-shaped; Retired as APC/BEB/V0,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HIP58234_RVs/HIP58234_HARPS_RVBank_ver02_rvsonly.dat&run
162,TOI0675,WASP-127,WASP-127 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-127_RVs/WASP-127_HARPS_RVBank_ver02_rvsonly.dat&run
163,TOI0674,TOI-674,TOI-674 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-674_RVs/TOI-674_HARPS_RVBank_ver02_rvsonly.dat&run
164,TOI0668,TYC7716-1898-1,TFOP APC/SB1; retired as EB,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7716-1898-1_RVs/TYC7716-1898-1_HARPS_RVBank_ver02_rvsonly.dat&run
165,TOI0664,HD93396,KELT 11 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD93396_RVs/HD93396_HARPS_RVBank_ver02_rvsonly.dat&run
166,TOI0660,TYC4927-1063-1,WASP-106 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC4927-1063-1_RVs/TYC4927-1063-1_HARPS_RVBank_ver02_rvsonly.dat&run
167,TOI0656,WASP-43,WASP-43 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-43_RVs/WASP-43_HARPS_RVBank_ver02_rvsonly.dat&run
168,TOI0655,WASP-19,WASP-19 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-19_RVs/WASP-19_HARPS_RVBank_ver02_rvsonly.dat&run
169,TOI0652,HD86226,HD 86226 c,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD86226_RVs/HD86226_HARPS_RVBank_ver02_rvsonly.dat&run
170,TOI0641,CD-234300,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-234300_RVs/CD-234300_HARPS_RVBank_ver02_rvsonly.dat&run
171,TOI0618,TYC7644-2302-1,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7644-2302-1_RVs/TYC7644-2302-1_HARPS_RVBank_ver02_rvsonly.dat&run
172,TOI0603,BD+062168,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD+062168_RVs/BD+062168_HARPS_RVBank_ver02_rvsonly.dat&run
173,TOI0602,TYC7118-2550-1,TFOP APC; retired as SB1,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7118-2550-1_RVs/TYC7118-2550-1_HARPS_RVBank_ver02_rvsonly.dat&run
174,TOI0585,HD76859,~500 ppm secondary; TFOP SB1/APC,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD76859_RVs/HD76859_HARPS_RVBank_ver02_rvsonly.dat&run
175,TOI0576,BD-202976,WASP-166 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD-202976_RVs/BD-202976_HARPS_RVBank_ver02_rvsonly.dat&run
176,TOI0570,TOI-570,V-shaped; crowded field,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-570_RVs/TOI-570_HARPS_RVBank_ver02_rvsonly.dat&run
177,TOI0567,WASP-36,WASP-36 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-36_RVs/WASP-36_HARPS_RVBank_ver02_rvsonly.dat&run
178,TOI0560,GJ313,HD 73583 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ313_RVs/GJ313_HARPS_RVBank_ver02_rvsonly.dat&run
179,TOI0544,HD290498,L1 planet candidate,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD290498_RVs/HD290498_HARPS_RVBank_ver02_rvsonly.dat&run
180,TOI0522,HD69789,V-shaped and short period; GAIA Rp=1.6 Rsun; sinusoidal light curve; likely SV,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD69789_RVs/HD69789_HARPS_RVBank_ver02_rvsonly.dat&run
181,TOI0510,HD52758A,TFOP RV0/APC; variable host; offset not consistent with nearby stars,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD52758A_RVs/HD52758A_HARPS_RVBank_ver02_rvsonly.dat&run
182,TOI0502,TYC6520-198-1,odd-even; V-shaped; possible EB,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC6520-198-1_RVs/TYC6520-198-1_HARPS_RVBank_ver02_rvsonly.dat&run
183,TOI0500,GJ9224,TOI-500 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ9224_RVs/GJ9224_HARPS_RVBank_ver02_rvsonly.dat&run
184,TOI0499,TOI-499,v-shaped; possible secondary; possible centroid offset towards TIC 769340768,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-499_RVs/TOI-499_HARPS_RVBank_ver02_rvsonly.dat&run
185,TOI0495,WASP-121,WASP-121 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-121_RVs/WASP-121_HARPS_RVBank_ver02_rvsonly.dat&run
186,TOI0488,GJ3473,GJ 3473 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ3473_RVs/GJ3473_HARPS_RVBank_ver02_rvsonly.dat&run
187,TOI0471,WASP-101,WASP-101 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-101_RVs/WASP-101_HARPS_RVBank_ver02_rvsonly.dat&run
188,TOI0469,HD42813,validated planet,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD42813_RVs/HD42813_HARPS_RVBank_ver02_rvsonly.dat&run
189,TOI0468,HATS-6,HATS-6 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HATS-6_RVs/HATS-6_HARPS_RVBank_ver02_rvsonly.dat&run
190,TOI0465,WASP-156,WASP-156 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-156_RVs/WASP-156_HARPS_RVBank_ver02_rvsonly.dat&run
191,TOI0461,HD15906,previously two single transits; now have a period for one of the singles. Other potential single transit at TBJD ~1430.8,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD15906_RVs/HD15906_HARPS_RVBank_ver02_rvsonly.dat&run
192,TOI0455,GJ3193,LTT 1445 A b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ3193_RVs/GJ3193_HARPS_RVBank_ver02_rvsonly.dat&run
193,TOI0451,CD-381467,TOI-451 d / TOI-451.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-381467_RVs/CD-381467_HARPS_RVBank_ver02_rvsonly.dat&run
194,TOI0449,TYC5889-271-1,WASP-78 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC5889-271-1_RVs/TYC5889-271-1_HARPS_RVBank_ver02_rvsonly.dat&run
195,TOI0447,HD33512,big;,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD33512_RVs/HD33512_HARPS_RVBank_ver02_rvsonly.dat&run
196,TOI0439,WASP-61,WASP-61 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-61_RVs/WASP-61_HARPS_RVBank_ver02_rvsonly.dat&run
197,TOI0431,HIP26013,TOI-431 d / TOI 431.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HIP26013_RVs/HIP26013_HARPS_RVBank_ver02_rvsonly.dat&run
198,TOI0423,WASP-35,WASP-35 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-35_RVs/WASP-35_HARPS_RVBank_ver02_rvsonly.dat&run
199,TOI0421,BD-141137,TOI-421 c / TOI-421.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD-141137_RVs/BD-141137_HARPS_RVBank_ver02_rvsonly.dat&run
200,TOI0418,BD-20761,WASP 140 b; this planet contaminates 178284729 in spoc-s01s06-b02,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD-20761_RVs/BD-20761_HARPS_RVBank_ver02_rvsonly.dat&run
201,TOI0415,CD-461323,WASP-120 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-461323_RVs/CD-461323_HARPS_RVBank_ver02_rvsonly.dat&run
202,TOI0413,CD-301812,WASP-79 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-301812_RVs/CD-301812_HARPS_RVBank_ver02_rvsonly.dat&run
203,TOI0404,WASP-98,WASP-98 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-98_RVs/WASP-98_HARPS_RVBank_ver02_rvsonly.dat&run
204,TOI0403,WASP-22,WASP-22b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-22_RVs/WASP-22_HARPS_RVBank_ver02_rvsonly.dat&run
205,TOI0402,HD15337,HD 15337 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD15337_RVs/HD15337_HARPS_RVBank_ver02_rvsonly.dat&run
206,TOI0398,BD-07436B,WASP-77 A b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/BD-07436B_RVs/BD-07436B_HARPS_RVBank_ver02_rvsonly.dat&run
207,TOI0396,HD17926,HR 858 c / TOI 396.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD17926_RVs/HD17926_HARPS_RVBank_ver02_rvsonly.dat&run
208,TOI0392,HD19463,same pixel as 328350925 and 328350924,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD19463_RVs/HD19463_HARPS_RVBank_ver02_rvsonly.dat&run
209,TOI0391,TYC5290-462-1,WASP-50b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC5290-462-1_RVs/TYC5290-462-1_HARPS_RVBank_ver02_rvsonly.dat&run
210,TOI0388,TYC30-116-1,WASP-71 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC30-116-1_RVs/TYC30-116-1_HARPS_RVBank_ver02_rvsonly.dat&run
211,TOI0355,TOI-355,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-355_RVs/TOI-355_HARPS_RVBank_ver02_rvsonly.dat&run
212,TOI0347,TYC7521-99-1,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7521-99-1_RVs/TYC7521-99-1_HARPS_RVBank_ver02_rvsonly.dat&run
213,TOI0338,TYC7528-890-1,WASP-190 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7528-890-1_RVs/TYC7528-890-1_HARPS_RVBank_ver02_rvsonly.dat&run
214,TOI0294,HATS-72,HATS-72 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HATS-72_RVs/HATS-72_HARPS_RVBank_ver02_rvsonly.dat&run
215,TOI0286,CD-601348,potential L1 planet; potential multi,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-601348_RVs/CD-601348_HARPS_RVBank_ver02_rvsonly.dat&run
216,TOI0282,HD28109,HD 28109 c,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD28109_RVs/HD28109_HARPS_RVBank_ver02_rvsonly.dat&run
217,TOI0271,HD30219,follow up in progress,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD30219_RVs/HD30219_HARPS_RVBank_ver02_rvsonly.dat&run
218,TOI0269,TOI-269,TOI-269 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-269_RVs/TOI-269_HARPS_RVBank_ver02_rvsonly.dat&run
219,TOI0267,WASP-99,WASP-99 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-99_RVs/WASP-99_HARPS_RVBank_ver02_rvsonly.dat&run
220,TOI0261,HD5976,TOI 261.01; active TFOP PC,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD5976_RVs/HD5976_HARPS_RVBank_ver02_rvsonly.dat&run
221,TOI0260,GJ1008,L1 candidate,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ1008_RVs/GJ1008_HARPS_RVBank_ver02_rvsonly.dat&run
222,TOI0259,WASP-44,WASP-44 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-44_RVs/WASP-44_HARPS_RVBank_ver02_rvsonly.dat&run
223,TOI0257,HD19916,HD 1991 b/ TOI-257 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD19916_RVs/HD19916_HARPS_RVBank_ver02_rvsonly.dat&run
224,TOI0253,HIP4468,visual binary,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HIP4468_RVs/HIP4468_HARPS_RVBank_ver02_rvsonly.dat&run
225,TOI0248,HD14499,potential L1 planet; somewhat crowded field,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD14499_RVs/HD14499_HARPS_RVBank_ver02_rvsonly.dat&run
226,TOI0246,WASP-105,WASP-105 b; all parameters from spoc-s1-s36 except except for radii from qlp-s29-tois since SPOC is assuming solar radius,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-105_RVs/WASP-105_HARPS_RVBank_ver02_rvsonly.dat&run
227,TOI0244,GJ1018,TFOP work in progress.,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ1018_RVs/GJ1018_HARPS_RVBank_ver02_rvsonly.dat&run
228,TOI0241,CD-3515858,WASP 173 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-3515858_RVs/CD-3515858_HARPS_RVBank_ver02_rvsonly.dat&run
229,TOI0239,WASP-30,WASP-30b - BD,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-30_RVs/WASP-30_HARPS_RVBank_ver02_rvsonly.dat&run
230,TOI0238,TYC6398-132-1,TOI-238 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC6398-132-1_RVs/TYC6398-132-1_HARPS_RVBank_ver02_rvsonly.dat&run
231,TOI0232,WASP-4,WASP-4 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-4_RVs/WASP-4_HARPS_RVBank_ver02_rvsonly.dat&run
232,TOI0231,WASP-6,WASP-6 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-6_RVs/WASP-6_HARPS_RVBank_ver02_rvsonly.dat&run
233,TOI0229,WASP-45,WASP-45 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-45_RVs/WASP-45_HARPS_RVBank_ver02_rvsonly.dat&run
234,TOI0220,CD-611276,TOI 220 b (Hoyer et al 2021),https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-611276_RVs/CD-611276_HARPS_RVBank_ver02_rvsonly.dat&run
235,TOI0216,TOI-216,TOI-216.01/TOI-216 c; clear TTVs in spoc-s1-s39 multisector,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-216_RVs/TOI-216_HARPS_RVBank_ver02_rvsonly.dat&run
236,TOI0214,HD48611,L1 candidate; possible multi,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD48611_RVs/HD48611_HARPS_RVBank_ver02_rvsonly.dat&run
237,TOI0209,TOI-209,faint neighbors,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-209_RVs/TOI-209_HARPS_RVBank_ver02_rvsonly.dat&run
238,TOI0205,CD-57105,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-57105_RVs/CD-57105_HARPS_RVBank_ver02_rvsonly.dat&run
239,TOI0201,HD39474,TOI 201 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD39474_RVs/HD39474_HARPS_RVBank_ver02_rvsonly.dat&run
240,TOI0200,HD222259A,DS Tuc A b; epoch from qlp-s28-tois,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD222259A_RVs/HD222259A_HARPS_RVBank_ver02_rvsonly.dat&run
241,TOI0199,CD-601144,TOI-199 b (https://arxiv.org/pdf/2309.14915.pdf),https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-601144_RVs/CD-601144_HARPS_RVBank_ver02_rvsonly.dat&run
242,TOI0197,HD221416,HD 221416 b; evolved star,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD221416_RVs/HD221416_HARPS_RVBank_ver02_rvsonly.dat&run
243,TOI0194,WASP-20,WASP-20 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-20_RVs/WASP-20_HARPS_RVBank_ver02_rvsonly.dat&run
244,TOI0193,HIP117883,LTT 9779 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HIP117883_RVs/HIP117883_HARPS_RVBank_ver02_rvsonly.dat&run
245,TOI0192,TYC8015-1020-1,WASP-29 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8015-1020-1_RVs/TYC8015-1020-1_HARPS_RVBank_ver02_rvsonly.dat&run
246,TOI0191,WASP-8,WASP-8,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-8_RVs/WASP-8_HARPS_RVBank_ver02_rvsonly.dat&run
247,TOI0190,CD-50714,WASP-117 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-50714_RVs/CD-50714_HARPS_RVBank_ver02_rvsonly.dat&run
248,TOI0186,GJ143,GJ 143 b / TOI 186.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ143_RVs/GJ143_HARPS_RVBank_ver02_rvsonly.dat&run
249,TOI0185,HD10069,WASP-18 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD10069_RVs/HD10069_HARPS_RVBank_ver02_rvsonly.dat&run
250,TOI0181,TYC7517-248-1,TOI 181; under investigation by TFOP,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7517-248-1_RVs/TYC7517-248-1_HARPS_RVBank_ver02_rvsonly.dat&run
251,TOI0179,HD18599,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD18599_RVs/HD18599_HARPS_RVBank_ver02_rvsonly.dat&run
252,TOI0178,TOI178,TOI-178 d / TOI 178.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI178_RVs/TOI178_HARPS_RVBank_ver02_rvsonly.dat&run
253,TOI0177,GJ3090,GJ 3090 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ3090_RVs/GJ3090_HARPS_RVBank_ver02_rvsonly.dat&run
254,TOI0175,TOI175,L 98-59 c; TOI 175.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI175_RVs/TOI175_HARPS_RVBank_ver02_rvsonly.dat&run
255,TOI0174,HD23472,HD 23472 b / TOI 174.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD23472_RVs/HD23472_HARPS_RVBank_ver02_rvsonly.dat&run
256,TOI0166,TYC7992-310-1,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC7992-310-1_RVs/TYC7992-310-1_HARPS_RVBank_ver02_rvsonly.dat&run
257,TOI0155,HD203621,,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD203621_RVs/HD203621_HARPS_RVBank_ver02_rvsonly.dat&run
258,TOI0145,TOI145,Some confusion about whether source is this star or the close pair of equal brightness stars to the NE (260985864)- but difference image seems to indicate source is more likely to be this star.,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI145_RVs/TOI145_HARPS_RVBank_ver02_rvsonly.dat&run
259,TOI0141,HD213885,HD 213885 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD213885_RVs/HD213885_HARPS_RVBank_ver02_rvsonly.dat&run
260,TOI0139,HIP110692,potential L1 planet,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HIP110692_RVs/HIP110692_HARPS_RVBank_ver02_rvsonly.dat&run
261,TOI0137,TYC8907-1291-1,TFOP FA,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC8907-1291-1_RVs/TYC8907-1291-1_HARPS_RVBank_ver02_rvsonly.dat&run
262,TOI0134,GJ4332,L 168-9 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/GJ4332_RVs/GJ4332_HARPS_RVBank_ver02_rvsonly.dat&run
263,TOI0132,CD-4414956,TOI-132 b / TOI-132.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-4414956_RVs/CD-4414956_HARPS_RVBank_ver02_rvsonly.dat&run
264,TOI0131,TYC9129-1092-1,V shaped; TFOP APC; previously retired as BEB due to chromaticity,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TYC9129-1092-1_RVs/TYC9129-1092-1_HARPS_RVBank_ver02_rvsonly.dat&run
265,TOI0130,HD5278,HD 5278 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD5278_RVs/HD5278_HARPS_RVBank_ver02_rvsonly.dat&run
266,TOI0128,HD36481,variable host; two stars in pixel,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD36481_RVs/HD36481_HARPS_RVBank_ver02_rvsonly.dat&run
267,TOI0125,TOI-125,TOI-125 b / TOI 125.01,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/TOI-125_RVs/TOI-125_HARPS_RVBank_ver02_rvsonly.dat&run
268,TOI0123,HD202772,HD 202772 A b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD202772_RVs/HD202772_HARPS_RVBank_ver02_rvsonly.dat&run
269,TOI0121,CD-4215773,low-mass EB; initially thought to be a warm Jupiter candidate with a possible secondary; EBLM J2207-41 with 0.121 Msun,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/CD-4215773_RVs/CD-4215773_HARPS_RVBank_ver02_rvsonly.dat&run
270,TOI0120,HD1397,HD 1397 b	,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD1397_RVs/HD1397_HARPS_RVBank_ver02_rvsonly.dat&run
271,TOI0119,HIP31609,Potential multi; slight depth aperture correlation with no offset,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HIP31609_RVs/HIP31609_HARPS_RVBank_ver02_rvsonly.dat&run
272,TOI0118,HD219666,HD 219666 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/HD219666_RVs/HD219666_HARPS_RVBank_ver02_rvsonly.dat&run
273,TOI0116,WASP-91,WASP-91 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-91_RVs/WASP-91_HARPS_RVBank_ver02_rvsonly.dat&run
274,TOI0102,WASP-62,WASP 62 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-62_RVs/WASP-62_HARPS_RVBank_ver02_rvsonly.dat&run
275,TOI0101,WASP-46,WASP-46 b,https://www2.mpia-hd.mpg.de/homes/trifonov/GLS/gls.html?fend=1&url=../Ver_02/WASP-46_RVs/WASP-46_HARPS_RVBank_ver02_rvsonly.dat&run
